SEQN,SDDSRVYR,RIDSTATR,RIAGENDR,RIDAGEYR,RIDAGEMN,RIDRETH1,RIDRETH3,RIDEXMON,RIDEXAGM,DMQMILIZ,DMQADFC,DMDBORN4,DMDCITZN,DMDYRSUS,DMDEDUC3,DMDEDUC2,DMDMARTL,RIDEXPRG,SIALANG,SIAPROXY,SIAINTRP,FIALANG,FIAPROXY,FIAINTRP,MIALANG,MIAPROXY,MIAINTRP,AIALANGA,DMDHHSIZ,DMDFMSIZ,DMDHHSZA,DMDHHSZB,DMDHHSZE,DMDHRGND,DMDHRAGZ,DMDHREDZ,DMDHRMAZ,DMDHSEDZ,WTINT2YR,WTMEC2YR,SDMVPSU,SDMVSTRA,INDHHIN2,INDFMIN2,INDFMPIR,gender_f,edu_f,language_f
93821,10,2,2,16,.,5,6,1,200,.,.,1,1,.,10,.,.,.,1,2,2,1,2,2,1,2,2,1,7,7,2,2,1,1,4,1,1,1,17699.578807086942,20517.181803035153,1,137,7,7,0.79,Female,<HS,English
93822,10,2,2,6,.,1,1,1,77,.,.,1,1,.,0,.,.,.,2,1,2,2,2,2,.,.,.,.,4,4,0,2,0,2,2,2,1,.,23322.08396012281,23873.266107935415,1,144,7,7,1.52,Female,HS,Spanish
93823,10,2,2,58,.,2,2,1,.,2,.,1,1,.,.,5,1,.,1,2,2,1,2,2,1,2,2,1,2,2,0,0,1,2,3,3,1,2,21745.674457687936,20436.01784534262,1,140,13,13,.,Female,College,English
93824,10,2,2,52,.,2,2,2,.,2,.,2,2,5,.,4,1,.,2,2,2,.,.,.,1,2,2,2,6,6,1,2,0,1,2,.,1,2,41341.30316883005,44809.69613850223,2,146,.,.,.,Female,.,Spanish
93825,10,2,1,74,.,3,3,2,.,2,.,1,1,.,.,2,2,.,1,2,2,1,2,2,1,2,2,.,2,2,0,0,1,1,4,1,2,.,5801.534960372184,7992.562065739216,2,139,6,6,1.82,Male,<HS,English
93826,10,1,2,74,.,3,3,.,.,2,.,1,1,.,.,4,2,.,2,1,2,1,2,2,.,.,.,.,2,2,0,0,1,1,3,1,2,.,36480.87884060671,0,2,147,7,7,2.33,Female,<HS,Spanish
93827,10,2,2,68,.,5,6,1,.,2,.,2,1,7,.,3,1,.,1,2,1,.,.,.,1,2,1,3,3,3,0,0,2,1,4,3,1,2,15014.481602603944,15873.316395764889,1,148,.,.,.,Female,College,English
93828,10,2,2,2,.,3,3,1,28,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,3,3,1,0,0,2,2,2,1,2,13972.250361227067,15420.920764222445,1,140,6,6,1.47,Female,HS,English
93829,10,2,2,38,.,4,4,1,.,2,.,1,1,.,.,5,1,2,1,2,2,1,2,2,1,2,2,1,3,3,0,1,0,1,3,2,1,3,52037.80665746961,52561.2638436962,2,142,15,15,5,Female,HS,English
93830,10,2,1,67,.,4,4,2,.,1,1,1,1,.,.,4,1,.,1,2,2,1,2,2,1,2,2,1,2,2,0,0,2,1,4,2,1,3,4668.798602603035,5139.678133868443,1,147,14,14,5,Male,HS,English
93831,10,2,1,61,.,2,2,2,.,2,.,1,1,.,.,1,6,.,1,2,2,1,2,2,1,2,2,1,2,1,0,0,2,2,4,.,2,.,10040.79406064014,10839.564505780398,2,138,6,6,2.08,Male,.,English
93832,10,2,1,63,.,5,6,1,.,2,.,2,1,7,.,4,1,.,1,2,2,1,2,2,1,2,2,1,3,3,0,0,1,1,4,2,1,3,10645.965393777968,11321.423799668553,2,135,15,15,5,Male,HS,English
93833,10,2,1,6,.,3,3,2,74,.,.,1,1,.,0,.,.,.,1,1,2,1,2,2,.,.,.,.,4,4,0,3,0,2,3,3,2,.,26363.36083729264,27645.21712421431,1,134,14,14,3.59,Male,College,English
93834,10,2,2,48,.,3,3,2,.,2,.,1,1,.,.,2,1,.,1,2,2,1,2,2,1,2,2,1,3,3,0,1,0,1,3,2,1,1,22570.565831092503,24586.088995994236,1,145,2,2,0.28,Female,HS,English
93835,10,1,1,27,.,4,4,.,.,2,.,1,1,.,.,5,5,.,1,2,2,.,.,.,.,.,.,.,5,4,0,1,0,1,3,.,2,.,30994.767814562125,0,1,134,.,.,.,Male,.,English
93836,10,2,2,13,.,1,1,2,167,.,.,1,1,.,7,.,.,.,1,1,2,1,2,2,1,2,2,1,4,4,0,2,0,2,2,2,1,2,34208.256796759924,35664.4779907467,1,135,10,10,2.85,Female,HS,English
93837,10,2,2,35,.,3,3,2,.,2,.,1,1,.,.,3,5,2,1,2,2,1,2,2,1,2,2,1,3,3,0,2,0,2,2,2,3,.,37632.32416805208,37121.36641048605,1,145,5,5,1.03,Female,HS,English
93838,10,2,1,5,.,1,1,2,72,.,.,1,1,.,.,.,.,.,1,1,2,.,.,.,.,.,.,.,7,7,2,3,0,2,3,1,2,.,27025.543709759084,29406.15951777623,2,141,.,.,.,Male,<HS,English
93839,10,2,2,50,.,3,3,1,.,2,.,1,1,.,.,4,1,.,1,2,2,.,.,.,1,2,2,1,4,4,0,0,0,2,3,2,1,2,171159.86553901233,190727.34226767844,1,146,.,.,.,Female,HS,English
93840,10,2,1,47,.,5,6,1,.,2,.,2,1,5,.,5,1,.,1,2,2,1,2,2,1,2,2,1,3,3,0,1,0,2,3,3,1,3,13521.114827307494,13482.692358708946,1,137,15,15,5,Male,College,English
93841,10,2,2,48,.,5,7,2,.,2,.,1,1,.,.,5,1,.,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,2,3,3,1,.,111831.77104199541,137651.3269181443,2,139,15,15,5,Female,College,English
93842,10,2,1,2,.,4,4,2,25,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,2,2,1,0,0,2,2,3,3,.,5214.5917879786375,5731.502769366726,1,147,4,4,1.17,Male,College,English
93843,10,2,2,42,.,2,2,2,.,2,.,1,1,.,.,5,1,2,1,2,2,1,2,2,1,2,2,1,5,5,0,2,1,1,3,3,1,3,69827.10174349151,72835.93956573354,1,134,15,15,5,Female,College,English
93844,10,2,1,6,.,3,3,1,84,.,.,1,1,.,1,.,.,.,1,1,2,1,2,2,.,.,.,.,3,3,0,2,0,2,2,1,3,.,25584.746735043456,27109.54486421467,2,142,1,1,0.14,Male,<HS,English
93845,10,2,2,28,.,3,3,1,.,2,.,1,1,.,.,3,5,2,1,2,2,1,2,2,1,2,2,1,7,7,0,3,0,2,2,2,3,.,136035.1020318746,137884.50947412258,2,142,14,14,1.93,Female,HS,English
93846,10,2,2,29,.,4,4,2,.,2,.,1,1,.,.,4,5,2,1,2,2,1,2,2,1,2,2,1,3,3,1,1,0,2,2,2,3,.,21170.643315635694,22754.130489590603,2,137,4,4,0.87,Female,HS,English
93847,10,2,2,43,.,1,1,1,.,2,.,1,1,.,.,2,6,2,2,2,2,2,2,2,1,2,2,1,4,4,0,1,1,2,3,1,1,1,25783.063396789563,25280.006987988916,1,148,1,1,0.1,Female,<HS,Spanish
93848,10,2,1,62,.,4,4,1,.,2,.,1,1,.,.,3,3,.,1,2,2,1,2,2,1,2,2,1,2,2,0,0,2,1,4,1,3,.,11969.595788174465,12359.194999499068,1,139,4,4,1.08,Male,<HS,English
93849,10,2,2,40,.,3,3,2,.,2,.,1,1,.,.,5,1,2,1,2,2,1,2,2,1,2,2,1,4,4,0,2,0,1,3,3,1,3,226200.7159873759,253429.47157504904,2,134,15,15,5,Female,College,English
93850,10,2,2,74,.,4,4,2,.,2,.,2,1,8,.,3,4,.,1,1,1,1,2,2,1,2,2,.,5,5,0,2,1,2,2,3,3,.,24256.025765833518,23543.448223647516,1,134,15,15,4.86,Female,College,English
93851,10,2,2,74,.,3,3,2,.,2,.,1,1,.,.,3,1,.,1,2,2,1,2,2,1,2,2,.,2,2,0,0,2,1,4,2,1,2,85525.51304504841,95014.14106211285,1,135,14,14,5,Female,HS,English
93852,10,2,2,45,.,5,7,1,.,2,.,1,1,.,.,4,6,.,1,2,2,1,2,2,1,2,2,1,2,1,0,0,0,2,3,2,1,.,15432.975669079164,15767.031055261103,1,144,10,7,2.9,Female,HS,English
93853,10,2,1,50,.,1,1,1,.,2,.,2,2,5,.,1,5,.,2,1,2,2,2,2,2,1,2,.,7,7,1,2,1,2,3,1,1,.,23876.35799496521,24293.02107548219,2,137,4,4,0.4,Male,<HS,Spanish
93854,10,2,1,0,8,3,3,1,8,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,3,3,1,0,0,2,2,3,1,3,15351.05481528189,15152.010072444265,1,143,14,14,3.67,Male,College,English
93855,10,2,1,71,.,3,3,2,.,1,1,1,1,.,.,4,5,.,1,2,2,1,2,2,1,2,2,.,1,1,0,0,1,1,4,2,3,.,24893.877584560993,34530.36549760157,2,139,8,8,4.12,Male,HS,English
93856,10,2,1,66,.,4,4,2,.,2,.,1,1,.,.,4,1,.,1,2,2,1,2,2,1,2,2,1,4,4,0,2,1,1,4,2,1,.,18969.667411939416,19643.96429462344,2,145,9,9,2.39,Male,HS,English
93857,10,2,2,3,.,3,3,1,41,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,4,4,1,1,1,2,3,2,1,2,26816.963702436144,34615.50653057167,2,142,8,8,2.06,Female,HS,English
93858,10,2,2,19,.,5,7,1,236,2,.,1,1,.,15,.,.,.,1,2,2,1,2,2,1,2,2,1,5,5,0,2,0,2,3,2,1,2,9691.144202990223,9789.309547830353,2,144,2,2,0.33,Female,HS,English
93859,10,2,1,73,.,4,4,2,.,1,1,2,1,8,.,5,1,.,1,2,2,1,2,2,1,2,2,.,4,4,0,0,2,1,4,3,1,3,8870.274678120702,9692.695100940218,2,134,15,15,5,Male,College,English
93860,10,1,2,39,.,1,1,.,.,2,.,2,2,4,.,3,6,3,2,2,2,.,.,.,.,.,.,.,3,3,0,0,0,1,3,2,2,.,50634.021449598775,0,2,147,.,.,.,Female,HS,Spanish
93861,10,2,1,76,.,3,3,2,.,1,1,1,1,.,.,2,1,.,1,2,2,1,2,2,1,2,2,.,2,2,0,0,2,1,4,1,1,.,54542.10654646416,61180.74078171323,2,143,9,9,3.8,Male,<HS,English
93862,10,2,1,2,.,1,1,1,28,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,7,7,3,2,0,2,2,2,1,.,12991.804825550082,14020.333364587908,1,148,14,14,1.69,Male,HS,English
93863,10,2,1,50,.,5,6,2,.,2,.,2,1,4,.,3,1,.,1,2,2,1,2,2,1,2,2,.,4,4,0,2,0,1,3,2,1,2,18828.50277946024,19227.684468796484,1,138,77,77,.,Male,HS,English
93864,10,2,2,12,.,2,2,2,148,.,.,2,2,1,6,.,.,.,2,1,2,2,2,2,2,2,2,2,5,5,0,2,0,1,3,1,1,1,28472.375588468498,29477.239786776423,2,138,1,1,0.05,Female,<HS,Spanish
93865,10,2,1,0,4,3,3,2,4,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,5,5,2,1,0,2,2,2,1,3,7981.38978260975,7515.403282279113,1,135,15,15,3.47,Male,HS,English
93866,10,2,1,26,.,3,3,1,.,1,1,1,1,.,.,3,5,.,1,2,2,1,2,2,1,2,2,1,2,1,0,0,0,1,2,2,3,.,100821.50580218574,125047.3918396982,2,137,12,99,.,Male,HS,English
93867,10,2,2,2,.,1,1,1,26,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,7,7,1,3,1,1,2,2,1,2,15691.687398702778,16878.49809297944,2,135,15,15,2.63,Female,HS,English
93868,10,2,1,68,.,4,4,2,.,2,.,1,1,.,.,2,1,.,1,2,2,1,2,2,1,2,2,1,4,4,0,1,2,1,4,1,1,2,10941.423844270332,11104.764437259157,1,136,77,77,.,Male,<HS,English
93869,10,2,1,80,.,3,3,2,.,1,2,1,1,.,.,5,5,.,1,2,2,1,2,2,1,2,2,.,3,1,0,0,2,2,4,1,2,.,17672.85483335624,20486.528768083484,1,134,12,4,1.49,Male,<HS,English
93870,10,2,2,20,.,3,3,2,.,2,.,1,1,.,.,4,5,2,1,2,2,1,2,2,1,2,2,1,6,6,0,2,1,2,3,3,1,2,69137.68897391297,70964.05968618375,1,138,15,15,3.79,Female,College,English
93871,10,2,2,55,.,1,1,1,.,2,.,1,1,.,.,2,3,.,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,2,3,1,2,.,14430.31685506002,14304.85577554037,2,142,3,3,0.67,Female,<HS,English
93872,10,1,1,1,13,1,1,.,.,.,.,1,1,.,.,.,.,.,1,1,2,.,.,.,.,.,.,.,6,6,2,1,0,2,2,2,1,.,25721.835668302538,0,2,137,.,.,.,Male,HS,English
93873,10,2,2,16,.,1,1,2,196,.,.,1,1,.,9,.,.,.,1,2,2,2,2,2,1,2,2,1,6,6,1,2,0,2,2,1,1,.,24373.296492710222,25365.383870728754,2,137,3,3,0.33,Female,<HS,English
93874,10,2,2,8,.,1,1,1,101,.,.,1,1,.,1,.,.,.,2,1,2,1,2,2,1,2,2,.,7,7,1,2,0,2,2,2,1,.,24853.80608010216,25055.592249303118,1,138,13,13,.,Female,HS,Spanish
93875,10,2,1,37,.,4,4,1,.,2,.,1,1,.,.,2,5,.,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,1,2,1,3,.,21754.833527187624,22498.805660112997,2,135,2,2,0.58,Male,<HS,English
93876,10,2,1,10,.,1,1,1,124,.,.,1,1,.,4,.,.,.,1,1,2,1,2,2,1,2,2,.,4,4,0,2,0,2,2,2,3,.,14872.226973829,15097.965116864645,2,135,4,4,0.69,Male,HS,English
93877,10,2,1,64,.,3,3,1,.,2,.,1,1,.,.,3,1,.,1,2,2,1,2,2,1,2,2,1,3,3,0,0,2,2,4,2,2,.,36318.623677959746,35944.55957298816,1,135,8,8,2.6,Male,HS,English
93878,10,2,2,59,.,4,4,2,.,2,.,1,1,.,.,3,3,.,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,2,3,2,2,.,9357.462675786517,10142.933813631189,2,145,2,2,0.79,Female,HS,English
93879,10,2,2,7,.,3,3,1,96,.,.,1,1,.,1,.,.,.,1,1,2,1,2,2,.,.,.,.,5,5,1,2,1,2,2,2,3,.,27064.09531669448,29102.852802747602,1,139,2,2,0.28,Female,HS,English
93880,10,2,2,5,.,3,3,2,67,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,5,5,1,1,0,2,2,2,1,2,25743.12892596484,25588.251019666728,2,146,8,8,1.8,Female,HS,English
93881,10,2,2,8,.,1,1,1,107,.,.,1,1,.,2,.,.,.,2,1,2,2,2,2,1,2,2,.,6,6,1,3,0,2,2,1,1,.,35099.20785596653,35200.191417648384,1,137,5,5,0.74,Female,<HS,Spanish
93882,10,1,1,26,.,5,6,.,.,2,.,1,1,.,.,4,5,.,1,2,2,1,2,2,.,.,.,.,3,3,0,0,0,1,2,.,1,3,38244.91431168139,0,1,141,99,99,.,Male,.,English
93883,10,2,2,30,.,4,4,1,.,2,.,1,1,.,.,4,5,2,1,2,2,1,2,2,1,2,2,1,6,6,1,1,0,2,2,2,3,.,20992.94581210027,22161.144053418448,2,142,13,13,.,Female,HS,English
93884,10,2,1,19,.,3,3,2,236,2,.,1,1,.,15,.,.,.,1,2,2,1,2,2,1,2,2,1,5,5,0,1,0,2,3,3,1,3,61383.46943762101,65404.68369673622,1,141,99,99,.,Male,College,English
93885,10,2,1,8,.,4,4,1,105,.,.,1,1,.,1,.,.,.,1,1,2,1,2,2,1,2,2,.,7,6,0,3,0,2,2,2,3,.,12227.120092810754,13429.789131499505,2,142,14,14,2.37,Male,HS,English
93886,10,1,1,78,.,3,3,.,.,2,.,1,1,.,.,4,3,.,1,2,2,1,2,2,.,.,.,.,1,1,0,0,1,1,4,2,2,.,9284.74772939694,0,2,139,6,6,2.57,Male,HS,English
93887,10,2,1,63,.,3,3,2,.,2,.,1,1,.,.,4,3,.,1,2,2,1,2,2,1,2,2,1,1,1,0,0,1,1,4,2,2,.,16544.719839924885,17784.046658190433,2,146,4,4,1.4,Male,HS,English
93888,10,2,2,37,.,3,3,1,.,2,.,1,1,.,.,4,1,2,1,2,2,1,2,2,1,2,2,1,7,7,3,3,0,2,2,2,1,3,10205.569985223832,11574.409053691768,2,140,15,15,3.21,Female,HS,English
93889,10,1,2,8,.,4,4,.,.,.,.,1,1,.,2,.,.,.,1,1,2,1,2,2,.,.,.,.,5,5,2,1,0,2,2,2,1,.,16817.028188509525,0,1,139,4,4,0.54,Female,HS,English
93890,10,2,1,27,.,5,6,1,.,2,.,1,1,.,.,5,5,.,1,2,2,1,2,2,1,2,2,1,5,5,0,0,0,1,3,.,1,2,14312.654418587535,14834.210836116961,2,135,15,15,3.4,Male,.,English
93891,10,2,2,56,.,1,1,1,.,2,.,2,2,99,.,3,1,.,2,2,2,2,2,2,2,2,2,2,7,7,2,2,0,1,3,1,1,2,27487.44980710432,29846.70736555324,2,136,99,99,.,Female,<HS,Spanish
93892,10,2,2,80,.,3,3,1,.,2,.,1,1,.,.,3,2,.,1,2,2,1,2,2,1,2,2,.,1,1,0,0,1,2,4,2,2,.,31602.76372678991,36342.57429502136,2,143,5,5,1.65,Female,HS,English
93893,10,2,1,55,.,4,4,2,.,1,2,1,1,.,.,4,1,.,1,2,2,1,2,2,1,2,2,1,6,6,0,1,2,1,3,2,1,3,8856.272285394287,9117.478052037515,1,147,15,15,3.79,Male,HS,English
93894,10,2,2,66,.,3,3,1,.,2,.,1,1,.,.,1,3,.,1,2,2,1,2,2,1,2,2,1,1,1,0,0,1,2,4,1,2,.,21371.581452203653,23658.07893243066,2,144,13,13,.,Female,<HS,English
93895,10,2,1,40,.,3,3,1,.,2,.,1,1,.,.,5,1,.,1,2,2,1,2,2,1,2,2,1,3,3,1,0,0,1,3,3,1,3,125947.63004229183,124293.63305411083,1,144,15,15,5,Male,College,English
93896,10,2,1,10,.,3,3,2,128,.,.,1,1,.,4,.,.,.,1,1,2,1,2,2,1,2,2,.,7,7,1,3,0,2,2,2,1,.,14551.318752977231,15672.567817293848,1,142,9,9,1.55,Male,HS,English
93897,10,2,2,10,.,3,3,2,128,.,.,1,1,.,3,.,.,.,1,1,2,1,2,2,1,2,2,.,2,2,0,1,0,2,3,2,2,.,19279.41136609171,20593.458680732492,2,139,5,5,1.46,Female,HS,English
93898,10,2,1,5,.,4,4,2,69,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,7,7,1,3,0,2,3,2,2,.,11029.181569425506,11207.73448591715,2,146,9,9,1.18,Male,HS,English
93899,10,2,1,67,.,3,3,2,.,2,.,1,1,.,.,2,1,.,1,2,2,1,2,2,1,2,2,1,2,2,0,0,2,1,4,1,1,1,24078.2769155407,26353.923954343012,2,141,6,6,1.79,Male,<HS,English
93900,10,2,1,48,.,1,1,1,.,2,.,2,2,5,.,1,1,.,2,2,2,2,2,2,2,2,2,2,5,5,0,2,0,1,3,1,1,1,55207.39416922639,57805.8975526477,2,144,7,7,1.29,Male,<HS,Spanish
93901,10,2,2,12,.,1,1,2,148,.,.,1,1,.,5,.,.,.,1,1,2,1,2,2,1,2,2,1,6,6,0,3,0,1,2,1,1,2,13043.776322979475,13314.025491366328,2,141,7,7,1.16,Female,<HS,English
93902,10,2,2,24,.,1,1,1,.,2,.,2,2,1,.,2,1,2,2,2,2,2,2,2,.,.,.,.,7,7,1,3,0,1,3,1,1,.,23811.47558679977,27768.677268200743,2,136,99,99,.,Female,<HS,Spanish
93903,10,2,1,62,.,3,3,2,.,1,1,1,1,.,.,3,1,.,1,2,2,1,2,2,1,2,2,1,2,2,0,0,1,1,4,2,1,2,28284.75437034089,29226.86889940363,2,136,5,5,1.4,Male,HS,English
93904,10,2,1,10,.,5,7,2,124,.,.,1,1,.,4,.,.,.,1,1,2,1,2,2,1,2,2,.,4,4,0,2,0,1,3,.,1,3,21951.710388509597,24214.834968327796,2,134,15,15,3.98,Male,.,English
93905,10,2,1,15,.,5,6,1,192,.,.,1,1,.,10,.,.,.,1,2,2,1,2,2,1,2,2,1,4,4,0,1,0,1,3,3,1,3,5321.300654151856,5400.227224520672,1,148,14,14,3.25,Male,College,English
93906,10,2,1,39,.,1,1,1,.,2,.,1,1,.,.,2,1,.,1,2,2,1,2,2,1,2,2,1,5,5,0,3,0,1,2,1,1,2,30558.85997938449,38126.03337497553,2,136,15,15,4.07,Male,<HS,English
93907,10,2,2,41,.,4,4,1,.,2,.,1,1,.,.,3,6,2,1,2,2,1,2,2,1,2,2,1,4,1,0,2,0,2,3,2,1,.,49549.30120271481,50307.151539356615,1,139,15,6,2.49,Female,HS,English
93908,10,2,2,20,.,5,6,1,.,2,.,2,7,77,.,3,5,2,1,2,1,1,2,1,.,.,.,.,7,1,0,0,0,2,3,2,2,.,34601.35838945383,34390.09910155198,1,136,12,77,.,Female,HS,English
93909,10,2,1,41,.,5,6,2,.,2,.,2,1,5,.,5,5,.,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,1,3,3,3,.,13037.899110874254,13051.888507608901,2,138,15,15,5,Male,College,English
93910,10,1,1,80,.,3,3,.,.,1,1,1,1,.,.,5,1,.,1,2,2,.,.,.,.,.,.,.,2,2,0,0,2,2,4,2,1,3,59600.391784214866,0,2,143,.,.,.,Male,HS,English
93911,10,2,1,6,.,3,3,1,83,.,.,1,1,.,0,.,.,.,1,1,2,1,2,2,.,.,.,.,5,5,0,1,0,2,3,2,1,.,50385.444167032925,53789.40482304174,2,142,15,15,3.4,Male,HS,English
93912,10,2,2,25,.,4,4,1,.,2,.,1,1,.,.,4,1,2,1,2,2,.,.,.,1,2,2,1,5,5,2,1,0,1,2,2,1,2,41682.94739945975,43609.573685168965,2,144,.,.,.,Female,HS,English
93913,10,2,2,40,.,5,6,1,.,2,.,2,2,4,.,5,1,2,1,2,2,1,2,2,1,2,2,1,4,4,2,0,0,1,3,3,1,3,16016.217114716052,16056.019876456574,2,148,12,12,.,Female,College,English
93914,10,2,1,41,.,5,6,2,.,2,.,2,1,7,.,4,1,.,1,2,2,1,2,2,1,2,2,1,4,4,0,2,0,1,3,2,1,2,15951.991515629883,17311.74767058627,1,138,15,15,5,Male,HS,English
93915,10,2,1,34,.,3,3,2,.,2,.,2,1,7,.,3,5,.,1,2,2,1,2,2,1,2,2,1,3,3,0,0,1,1,2,2,3,.,80919.08558426988,77545.67699575984,2,139,15,15,5,Male,HS,English
93916,10,2,1,28,.,5,6,1,.,2,.,2,2,3,.,5,5,.,1,2,2,1,2,2,1,2,2,1,2,1,0,0,0,1,2,3,3,.,15104.70665841703,15955.887156702443,1,139,12,12,.,Male,College,English
93917,10,2,1,14,.,3,3,1,172,.,.,1,1,.,8,.,.,.,1,1,2,1,2,2,1,2,2,1,3,3,0,2,0,2,2,1,.,.,27490.22051950313,27834.109033822642,2,143,6,6,1.54,Male,<HS,English
93918,10,2,1,36,.,3,3,2,.,2,.,1,1,.,.,3,6,.,1,2,2,1,2,2,1,2,2,1,4,4,0,2,0,2,2,2,1,2,39038.20844185373,38143.24437383844,1,142,7,7,1.63,Male,HS,English
93919,10,2,2,8,.,3,3,1,97,.,.,1,1,.,1,.,.,.,1,1,2,1,2,2,1,2,2,.,6,6,2,2,0,2,2,3,1,3,31719.24353476978,35033.493111159056,2,137,15,15,3.73,Female,College,English
93920,10,2,2,61,.,5,6,1,.,2,.,2,1,8,.,5,1,.,1,2,2,1,2,2,1,2,2,1,2,2,0,0,2,1,4,3,1,3,11741.5199317297,12572.643265318242,1,148,15,15,5,Female,College,English
93921,10,2,2,7,.,3,3,2,89,.,.,1,1,.,1,.,.,.,1,1,2,1,2,2,.,.,.,.,3,2,0,1,0,2,3,1,1,.,18860.293727698412,20692.00368212634,2,139,7,5,1.22,Female,<HS,English
93922,10,2,1,11,.,2,2,2,136,.,.,2,9,2,4,.,.,.,2,1,2,2,2,2,1,2,2,.,3,3,0,1,0,2,2,1,3,.,12207.071829138027,14603.222522717679,1,147,1,1,0.07,Male,<HS,Spanish
93923,10,2,1,52,.,3,3,2,.,2,.,1,1,.,.,3,1,.,1,2,2,.,.,.,1,2,2,1,5,5,2,0,0,2,3,2,1,2,150314.2613770346,155035.5824522106,2,146,.,.,.,Male,HS,English
93924,10,2,2,70,.,3,3,1,.,2,.,1,1,.,.,4,3,.,1,2,2,1,2,2,1,2,2,.,1,1,0,0,1,2,4,2,2,.,28180.841454222493,29350.969108149337,1,139,3,3,1.08,Female,HS,English
93925,10,2,2,13,.,4,4,2,168,.,.,1,1,.,8,.,.,.,1,1,2,1,2,2,1,2,2,1,5,5,0,3,0,1,3,3,1,2,12937.560413562669,13324.48777773531,1,141,15,15,3.47,Female,College,English
93926,10,2,1,31,.,5,7,2,.,2,.,1,1,.,.,3,5,.,1,2,2,1,2,2,1,2,2,1,4,4,0,0,1,1,4,1,1,1,121844.42333576528,125800.8880136289,1,145,8,8,2.03,Male,<HS,English
93927,10,2,2,54,.,3,3,2,.,2,.,1,1,.,.,2,1,.,1,2,2,1,2,2,1,2,2,1,4,4,0,2,1,2,3,1,1,2,23181.309234845197,29781.403720736875,2,139,6,6,1,Female,<HS,English
93928,10,2,1,11,.,3,3,2,141,.,.,1,1,.,5,.,.,.,1,1,2,1,2,2,1,2,2,.,4,4,1,1,0,1,3,.,1,.,36727.11039753831,49694.21592114049,2,138,12,12,.,Male,.,English
93929,10,2,2,35,.,3,3,1,.,2,.,1,1,.,.,5,1,1,1,2,2,1,2,2,1,2,2,1,3,3,1,0,0,1,2,.,1,3,126779.20189602613,124429.45537541833,2,140,15,15,5,Female,.,English
93930,10,2,1,80,.,2,2,2,.,2,.,2,1,8,.,1,6,.,2,2,2,.,.,.,2,2,2,.,3,3,0,0,2,2,3,.,.,.,12491.034237286816,13745.249277484274,2,141,.,.,.,Male,.,Spanish
93931,10,2,1,24,.,5,7,1,.,2,.,1,1,.,.,2,1,.,1,2,2,1,2,2,1,2,2,1,6,6,2,0,1,1,2,1,1,2,26125.06560518623,24815.112238724374,1,137,7,7,1.21,Male,<HS,English
93932,10,2,2,54,.,5,6,1,.,2,.,2,1,6,.,5,1,.,1,2,2,1,2,2,1,2,2,1,4,4,0,1,1,1,4,3,1,3,14353.911446349231,14389.583122953729,1,137,15,15,5,Female,College,English
93933,10,1,2,1,12,4,4,.,.,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,4,4,2,0,0,2,3,2,3,.,7943.548173168223,0,1,147,4,4,0.61,Female,HS,English
93934,10,2,2,0,1,3,3,2,1,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,4,4,2,0,0,1,2,3,1,3,16323.63043816845,15390.068043667361,2,145,14,14,3.67,Female,College,English
93935,10,2,1,39,.,1,1,1,.,2,.,2,2,5,.,1,6,.,2,2,2,1,2,2,2,2,2,2,4,4,1,0,0,2,3,1,1,1,37218.56022430726,38849.71483085136,2,144,2,2,0.29,Male,<HS,Spanish
93936,10,2,1,0,8,3,3,2,8,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,4,4,2,0,0,1,2,2,1,2,11102.463629518958,10691.182894762613,1,145,14,14,3.74,Male,HS,English
93937,10,2,1,30,.,3,3,2,.,1,1,1,1,.,.,4,6,.,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,1,2,2,1,2,65415.16600782045,65454.83195110323,1,145,9,9,3.94,Male,HS,English
93938,10,2,2,18,.,5,7,1,221,2,.,1,1,.,11,.,.,.,1,2,2,1,2,2,1,2,2,1,3,3,0,0,0,1,3,3,1,2,93285.21924518696,97243.9771004468,2,137,10,10,3.37,Female,College,English
93939,10,2,2,40,.,4,4,1,.,2,.,1,1,.,.,4,5,2,1,2,2,1,2,2,1,2,2,1,2,1,0,0,0,2,3,2,3,.,14496.768721870836,14689.14255381783,2,144,9,7,2.97,Female,HS,English
